Date,U.K. pound (GBP),U.S. dollar (USD)
26-Sep-2005,1.22215,0.689159
27-Sep-2005,1.21939,0.69052
28-Sep-2005,1.21878,0.690174
29-Sep-2005,1.21752,0.689381
30-Sep-2005,1.21859,0.68991
03-Oct-2005,1.21637,0.693525
04-Oct-2005,1.21866,0.693679
05-Oct-2005,1.22121,0.692258
06-Oct-2005,1.22129,0.69007
07-Oct-2005,1.21595,0.68799
10-Oct-2005,1.21265,0.689356
11-Oct-2005,1.21268,0.691658
12-Oct-2005,1.21,0.693093
13-Oct-2005,1.21256,0.693206
14-Oct-2005,1.21249,0.693171
17-Oct-2005,1.21606,0.691767
18-Oct-2005,1.21331,0.694909
19-Oct-2005,1.21956,0.693679
20-Oct-2005,1.22491,0.69349
21-Oct-2005,1.22776,0.691929
24-Oct-2005,1.22666,0.69401
25-Oct-2005,1.22914,0.69119
26-Oct-2005,1.22662,0.690665
27-Oct-2005,1.2299,0.688983
28-Oct-2005,1.2272,0.688627
31-Oct-2005,1.22943,0.69166
01-Nov-2005,1.22599,0.692962
02-Nov-2005,1.22482,0.693911
03-Nov-2005,1.22996,0.691997
04-Nov-2005,1.22758,0.695632
07-Nov-2005,1.22171,0.69888
08-Nov-2005,1.21721,0.701564
09-Nov-2005,1.21771,0.700921
10-Nov-2005,1.22354,0.699723
11-Nov-2005,1.22192,0.702252
14-Nov-2005,1.22363,0.701583
15-Nov-2005,1.21964,0.704222
16-Nov-2005,1.21505,0.704214
17-Nov-2005,1.20973,0.703865
18-Nov-2005,1.2065,0.704565
21-Nov-2005,1.20567,0.701255
22-Nov-2005,1.20556,0.704308
23-Nov-2005,1.20784,0.701907
24-Nov-2005,1.20946,0.70126
25-Nov-2005,1.20848,0.702973
28-Nov-2005,1.20522,0.704436
29-Nov-2005,1.20963,0.701031
30-Nov-2005,1.21266,0.70218
01-Dec-2005,1.21458,0.702679
02-Dec-2005,1.21656,0.704681
05-Dec-2005,1.2211,0.703478
06-Dec-2005,1.2184,0.70302
07-Dec-2005,1.22068,0.704295
08-Dec-2005,1.22475,0.70186
09-Dec-2005,1.22697,0.701043
12-Dec-2005,1.23251,0.698901
13-Dec-2005,1.23341,0.697867
14-Dec-2005,1.22907,0.694271
15-Dec-2005,1.22724,0.692419
16-Dec-2005,1.22651,0.693298
19-Dec-2005,1.22365,0.692775
20-Dec-2005,1.22596,0.693965
21-Dec-2005,1.21961,0.697238
22-Dec-2005,1.21467,0.69889
23-Dec-2005,1.21208,0.698163
26-Dec-2005,1.21208,0.698163
27-Dec-2005,1.20888,0.69845
28-Dec-2005,1.21076,0.697001
29-Dec-2005,1.20468,0.699743
30-Dec-2005,1.20474,0.69966
02-Jan-2006,,0.700111
03-Jan-2006,1.20726,0.698042
04-Jan-2006,1.21549,0.692824
05-Jan-2006,1.21427,0.692483
06-Jan-2006,1.21523,0.692165
09-Jan-2006,1.21953,0.69068
10-Jan-2006,1.22135,0.690418
11-Jan-2006,1.21469,0.691144
12-Jan-2006,1.21856,0.689114
13-Jan-2006,1.22144,0.69137
16-Jan-2006,1.22041,0.689848
17-Jan-2006,1.21783,0.69179
18-Jan-2006,1.2198,0.690594
19-Jan-2006,1.21476,0.691856
20-Jan-2006,1.2179,0.691792
23-Jan-2006,1.22363,0.686161
24-Jan-2006,1.22466,0.686547
25-Jan-2006,1.22847,0.685451
26-Jan-2006,1.22865,0.687585
27-Jan-2006,1.22602,0.690135
30-Jan-2006,1.22332,0.692707
31-Jan-2006,1.22548,0.691851
01-Feb-2006,1.22931,0.691944
02-Feb-2006,1.23108,0.693526
03-Feb-2006,1.23122,0.693411
06-Feb-2006,1.22052,0.696324
07-Feb-2006,1.21672,0.695866
08-Feb-2006,1.21393,0.696578
09-Feb-2006,1.21338,0.696226
10-Feb-2006,1.21585,0.695687
13-Feb-2006,1.21481,0.698206
14-Feb-2006,1.21072,0.697698
15-Feb-2006,1.21304,0.697508
16-Feb-2006,1.21235,0.698759
17-Feb-2006,1.21322,0.69906
20-Feb-2006,1.21548,0.697111
21-Feb-2006,1.21783,0.698098
22-Feb-2006,1.21592,0.698805
23-Feb-2006,1.21899,0.695612
24-Feb-2006,1.21895,0.69658
27-Feb-2006,1.21351,0.697579
28-Feb-2006,1.21705,0.696851
01-Mar-2006,1.22081,0.695261
02-Mar-2006,1.21511,0.695663
03-Mar-2006,1.21789,0.693798
06-Mar-2006,1.21841,0.693976
07-Mar-2006,1.21183,0.697937
08-Mar-2006,1.21266,0.697691
09-Mar-2006,1.21146,0.696923
10-Mar-2006,1.21178,0.697788
13-Mar-2006,1.20587,0.69853
14-Mar-2006,1.20973,0.697293
15-Mar-2006,1.21289,0.694787
16-Mar-2006,1.21198,0.693949
17-Mar-2006,1.21216,0.690495
20-Mar-2006,1.21099,0.690811
21-Mar-2006,1.21023,0.691838
22-Mar-2006,1.21143,0.693434
23-Mar-2006,1.20866,0.694154
24-Mar-2006,1.20736,0.697051
27-Mar-2006,1.21226,0.694267
28-Mar-2006,1.21231,0.69362
29-Mar-2006,1.20821,0.695491
30-Mar-2006,1.20684,0.694145
31-Mar-2006,1.20408,0.694037
03-Apr-2006,1.20125,0.695411
04-Apr-2006,1.20767,0.692231
05-Apr-2006,1.209,0.689988
06-Apr-2006,1.21053,0.688743
07-Apr-2006,1.21031,0.691727
10-Apr-2006,1.21083,0.693685
11-Apr-2006,1.20957,0.694038
12-Apr-2006,1.21434,0.692482
13-Apr-2006,1.21554,0.693761
14-Apr-2006,,0.693728
17-Apr-2006,1.22061,0.689063
18-Apr-2006,1.22166,0.689348
19-Apr-2006,1.2254,0.686574
20-Apr-2006,1.22479,0.687504
21-Apr-2006,1.22377,0.68751
24-Apr-2006,1.2248,0.684477
25-Apr-2006,1.22111,0.684171
26-Apr-2006,1.22,0.68428
27-Apr-2006,1.21899,0.683406
28-Apr-2006,1.22938,0.679781
01-May-2006,,0.677194
02-May-2006,1.24134,0.676699
03-May-2006,1.2432,0.6765
04-May-2006,1.24772,0.677448
05-May-2006,1.24919,0.675421
08-May-2006,1.25144,0.671591
09-May-2006,1.24986,0.673526
10-May-2006,1.24857,0.670663
11-May-2006,1.25367,0.672428
12-May-2006,1.26328,0.666219
15-May-2006,1.2586,0.669575
16-May-2006,1.25906,0.669322
17-May-2006,1.26446,0.666524
18-May-2006,1.26469,0.670283
19-May-2006,1.2595,0.671448
22-May-2006,1.26053,0.67171
23-May-2006,1.26045,0.669454
24-May-2006,1.26118,0.669132
25-May-2006,1.25765,0.671892
26-May-2006,1.25558,0.670825
29-May-2006,1.25156,0.672483
30-May-2006,1.25748,0.669515
31-May-2006,1.25815,0.669263
01-Jun-2006,1.25411,0.672844
02-Jun-2006,1.2534,0.67163
05-Jun-2006,1.25814,0.667519
06-Jun-2006,1.25247,0.670058
07-Jun-2006,1.25207,0.672109
08-Jun-2006,1.24619,0.673908
09-Jun-2006,1.24603,0.676309
12-Jun-2006,1.24814,0.677492
13-Jun-2006,1.2486,0.67811
14-Jun-2006,1.2492,0.678542
15-Jun-2006,1.25189,0.677392
16-Jun-2006,1.25397,0.67643
19-Jun-2006,1.2515,0.678579
20-Jun-2006,1.2495,0.678891
21-Jun-2006,1.24771,0.677475
22-Jun-2006,1.24395,0.678866
23-Jun-2006,1.24042,0.68069
26-Jun-2006,1.23895,0.68018
27-Jun-2006,1.23896,0.680371
28-Jun-2006,1.23914,0.680287
29-Jun-2006,1.23524,0.681548
30-Jun-2006,1.23999,0.675964
03-Jul-2006,1.24331,0.674134
04-Jul-2006,1.24348,0.673899
05-Jul-2006,1.24507,0.674504
06-Jul-2006,1.24101,0.675932
07-Jul-2006,1.24227,0.674596
10-Jul-2006,1.24248,0.673943
11-Jul-2006,1.24167,0.675149
12-Jul-2006,1.24495,0.675431
13-Jul-2006,1.24461,0.676747
14-Jul-2006,1.24705,0.677302
17-Jul-2006,1.24009,0.68152
18-Jul-2006,1.24507,0.680999
19-Jul-2006,1.24722,0.682177
20-Jul-2006,1.25413,0.67831
21-Jul-2006,1.2571,0.676517
24-Jul-2006,1.25633,0.678216
25-Jul-2006,1.25482,0.677803
26-Jul-2006,1.25051,0.679328
27-Jul-2006,1.25708,0.674688
28-Jul-2006,1.25638,0.676454
31-Jul-2006,1.25638,0.673916
01-Aug-2006,1.25797,0.673685
02-Aug-2006,1.26131,0.672665
03-Aug-2006,1.26245,0.673809
04-Aug-2006,1.27186,0.672797
07-Aug-2006,1.27944,0.670111
08-Aug-2006,1.27837,0.670743
09-Aug-2006,1.27845,0.669591
10-Aug-2006,1.2753,0.670714
11-Aug-2006,1.27594,0.673246
14-Aug-2006,1.27412,0.674674
15-Aug-2006,1.27338,0.674817
16-Aug-2006,1.27242,0.673452
17-Aug-2006,1.27221,0.670924
18-Aug-2006,1.26722,0.672621
21-Aug-2006,1.27109,0.670795
22-Aug-2006,1.2717,0.672216
23-Aug-2006,1.2726,0.672726
24-Aug-2006,1.27327,0.672373
25-Aug-2006,1.27392,0.674246
28-Aug-2006,,0.673643
29-Aug-2006,1.27822,0.672855
30-Aug-2006,1.27892,0.672762
31-Aug-2006,1.28154,0.671806
01-Sep-2006,1.28091,0.672887
04-Sep-2006,1.27934,0.671113
05-Sep-2006,1.27636,0.67177
06-Sep-2006,1.27034,0.673028
07-Sep-2006,1.2672,0.674008
08-Sep-2006,1.26394,0.675721
11-Sep-2006,1.26219,0.676269
12-Sep-2006,1.26748,0.676133
13-Sep-2006,1.26813,0.676695
14-Sep-2006,1.27349,0.675697
15-Sep-2006,1.27268,0.676382
18-Sep-2006,1.27079,0.677503
19-Sep-2006,1.27317,0.676892
20-Sep-2006,1.27321,0.676412
21-Sep-2006,1.27955,0.674158
22-Sep-2006,1.28001,0.672134
25-Sep-2006,1.28104,0.673453
26-Sep-2006,1.28033,0.674922
27-Sep-2006,1.27766,0.675584
28-Sep-2006,1.27063,0.675831
29-Sep-2006,1.26675,0.677335
02-Oct-2006,1.26806,0.676912
03-Oct-2006,1.27534,0.675033
04-Oct-2006,1.27269,0.676963
05-Oct-2006,1.2743,0.675733
06-Oct-2006,1.26994,0.677013
09-Oct-2006,1.26861,0.679235
10-Oct-2006,1.26592,0.680823
11-Oct-2006,1.26482,0.681074
12-Oct-2006,1.26421,0.68144
13-Oct-2006,1.26687,0.680932
16-Oct-2006,1.26718,0.681538
17-Oct-2006,1.27134,0.680625
18-Oct-2006,1.27298,0.680302
19-Oct-2006,1.27033,0.679867
20-Oct-2006,1.27673,0.678246
23-Oct-2006,1.27366,0.680267
24-Oct-2006,1.27306,0.680817
25-Oct-2006,1.27579,0.679298
26-Oct-2006,1.27679,0.677701
27-Oct-2006,1.27973,0.676642
30-Oct-2006,1.28288,0.674701
31-Oct-2006,1.28287,0.675658
01-Nov-2006,1.28588,0.673272
02-Nov-2006,1.28473,0.673302
03-Nov-2006,1.28545,0.673257
06-Nov-2006,1.28176,0.675893
07-Nov-2006,1.28407,0.6743
08-Nov-2006,1.28443,0.673251
09-Nov-2006,1.28514,0.6738
10-Nov-2006,1.28574,0.671229
13-Nov-2006,1.28207,0.672756
14-Nov-2006,1.27761,0.67324
15-Nov-2006,1.27264,0.674604
16-Nov-2006,1.27297,0.674029
17-Nov-2006,1.27281,0.675085
20-Nov-2006,1.276,0.673315
21-Nov-2006,1.27841,0.673591
22-Nov-2006,1.28117,0.67151
23-Nov-2006,1.28102,0.669222
24-Nov-2006,1.28693,0.665699
27-Nov-2006,1.28863,0.665235
28-Nov-2006,1.29179,0.664739
29-Nov-2006,1.29477,0.664018
30-Nov-2006,1.29745,0.66325
01-Dec-2006,1.30264,0.661878
04-Dec-2006,1.30519,0.659789
05-Dec-2006,1.30209,0.659221
06-Dec-2006,1.29813,0.660355
07-Dec-2006,1.2984,0.660257
08-Dec-2006,1.29514,0.661158
11-Dec-2006,1.29408,0.66397
12-Dec-2006,1.30022,0.662634
13-Dec-2006,1.30478,0.661686
14-Dec-2006,1.30349,0.663828
15-Dec-2006,1.3029,0.665833
18-Dec-2006,1.29882,0.66623
19-Dec-2006,1.30453,0.664425
20-Dec-2006,1.30719,0.663245
21-Dec-2006,1.30397,0.664342
22-Dec-2006,1.30523,0.664106
26-Dec-2006,,0.665863
27-Dec-2006,1.30408,0.664974
28-Dec-2006,1.30432,0.665267
29-Dec-2006,1.30484,0.664716
02-Jan-2007,1.30576,0.662789
03-Jan-2007,1.30193,0.664354
04-Jan-2007,1.29743,0.667093
05-Jan-2007,1.29378,0.666895
08-Jan-2007,1.29312,0.668795
09-Jan-2007,1.29866,0.668552
10-Jan-2007,1.29741,0.669214
11-Jan-2007,1.2998,0.670588
12-Jan-2007,1.30892,0.671243
15-Jan-2007,1.31609,0.669665
16-Jan-2007,1.31634,0.669142
17-Jan-2007,1.31782,0.670337
18-Jan-2007,1.32139,0.670245
19-Jan-2007,1.32162,0.669684
22-Jan-2007,1.32345,0.670001
23-Jan-2007,1.3275,0.667958
24-Jan-2007,1.32118,0.668882
25-Jan-2007,1.31854,0.668937
26-Jan-2007,1.31676,0.671472
29-Jan-2007,1.31378,0.671391
30-Jan-2007,1.31741,0.670402
31-Jan-2007,1.31034,0.671072
01-Feb-2007,1.31572,0.668388
02-Feb-2007,1.3161,0.66851
05-Feb-2007,1.31223,0.670533
06-Feb-2007,1.31775,0.669487
07-Feb-2007,1.31891,0.668888
08-Feb-2007,1.31704,0.669264
09-Feb-2007,1.3049,0.670178
12-Feb-2007,1.3067,0.671237
13-Feb-2007,1.30165,0.670091
14-Feb-2007,1.30626,0.668132
15-Feb-2007,1.30471,0.666487
16-Feb-2007,1.29883,0.666444
19-Feb-2007,1.29634,0.666775
20-Feb-2007,1.29927,0.666705
21-Feb-2007,1.30171,0.667098
22-Feb-2007,1.30326,0.6682
23-Feb-2007,1.30695,0.667526
26-Feb-2007,1.30767,0.666123
27-Feb-2007,1.3051,0.664276
28-Feb-2007,1.30038,0.664577
01-Mar-2007,1.30248,0.663445
02-Mar-2007,1.29474,0.664615
05-Mar-2007,1.27964,0.665892
06-Mar-2007,1.28415,0.665812
07-Mar-2007,1.28361,0.665671
08-Mar-2007,1.287,0.665427
09-Mar-2007,1.28554,0.665531
12-Mar-2007,1.28991,0.665109
13-Mar-2007,1.28239,0.664759
14-Mar-2007,1.27885,0.664477
15-Mar-2007,1.28582,0.664131
16-Mar-2007,1.28833,0.661361
19-Mar-2007,1.2884,0.662553
20-Mar-2007,1.29624,0.662396
21-Mar-2007,1.29671,0.661993
22-Mar-2007,1.3006,0.660503
23-Mar-2007,1.29985,0.661569
26-Mar-2007,1.30028,0.662765
27-Mar-2007,1.29923,0.661389
28-Mar-2007,1.29819,0.660823
29-Mar-2007,1.29828,0.660835
30-Mar-2007,1.2966,0.66217
02-Apr-2007,1.30343,0.660468
03-Apr-2007,1.3055,0.660779
04-Apr-2007,1.30495,0.661238
05-Apr-2007,1.30287,0.661052
06-Apr-2007,,0.66129
09-Apr-2007,,0.661681
10-Apr-2007,1.302,0.660241
11-Apr-2007,1.30488,0.659998
12-Apr-2007,1.30344,0.659502
13-Apr-2007,1.30483,0.657013
16-Apr-2007,1.30894,0.657165
17-Apr-2007,1.31495,0.657013
18-Apr-2007,1.31729,0.655107
19-Apr-2007,1.3108,0.655334
20-Apr-2007,1.31304,0.655404
23-Apr-2007,1.31315,0.656379
24-Apr-2007,1.31269,0.656115
25-Apr-2007,1.31209,0.654538
26-Apr-2007,1.3101,0.655769
27-Apr-2007,1.30993,0.655422
30-Apr-2007,1.30864,0.656089
01-May-2007,1.31312,0.655216
02-May-2007,1.3083,0.657534
03-May-2007,1.30807,0.656598
04-May-2007,1.30681,0.657715
07-May-2007,1.3089,0.656288
08-May-2007,1.30978,0.65739
09-May-2007,1.31019,0.657924
10-May-2007,1.30871,0.658137
11-May-2007,1.30445,0.659112
14-May-2007,1.30423,0.658105
15-May-2007,1.30157,0.658757
16-May-2007,1.30402,0.657268
17-May-2007,1.30331,0.659302
18-May-2007,1.30103,0.660185
21-May-2007,1.30213,0.66108
22-May-2007,1.30344,0.661006
23-May-2007,1.3091,0.660626
24-May-2007,1.31162,0.660534
25-May-2007,1.31163,0.660839
28-May-2007,1.30974,0.660583
29-May-2007,1.3106,0.659686
30-May-2007,1.30609,0.661378
31-May-2007,1.307,0.661001
01-Jun-2007,1.30811,0.66123
04-Jun-2007,1.31217,0.660346
05-Jun-2007,1.31378,0.659099
06-Jun-2007,1.31258,0.658726
07-Jun-2007,1.31256,0.659811
08-Jun-2007,1.30298,0.663197
11-Jun-2007,1.30403,0.663221
12-Jun-2007,1.30846,0.662914
13-Jun-2007,1.30855,0.664814
14-Jun-2007,1.3085,0.664414
15-Jun-2007,1.30937,0.664556
18-Jun-2007,1.31235,0.662469
19-Jun-2007,1.31539,0.662429
20-Jun-2007,1.3182,0.66148
21-Jun-2007,1.31892,0.662608
22-Jun-2007,1.3209,0.661776
25-Jun-2007,1.32059,0.660758
26-Jun-2007,1.32022,0.660438
27-Jun-2007,1.31876,0.660699
28-Jun-2007,1.32223,0.660354
29-Jun-2007,1.32287,0.659818
02-Jul-2007,1.32231,0.657703
03-Jul-2007,1.3242,0.65727
04-Jul-2007,1.32535,0.656863
05-Jul-2007,1.32193,0.656435
06-Jul-2007,1.32241,0.657785
09-Jul-2007,1.32368,0.657142
10-Jul-2007,1.32347,0.656711
11-Jul-2007,1.32707,0.653407
12-Jul-2007,1.32753,0.652796
13-Jul-2007,1.32762,0.653388
16-Jul-2007,1.33062,0.652327
17-Jul-2007,1.33457,0.652635
18-Jul-2007,1.33665,0.65228
19-Jul-2007,1.33525,0.651755
20-Jul-2007,1.33848,0.652312
23-Jul-2007,1.33964,0.651132
24-Jul-2007,1.34088,0.650724
25-Jul-2007,1.33868,0.652315
26-Jul-2007,1.33659,0.652568
27-Jul-2007,1.32797,0.653627
30-Jul-2007,1.32227,0.653261
31-Jul-2007,1.32659,0.653072
01-Aug-2007,1.3229,0.653477
02-Aug-2007,1.32697,0.653324
03-Aug-2007,1.32902,0.652889
06-Aug-2007,1.32032,0.650694
07-Aug-2007,1.31997,0.651291
08-Aug-2007,1.3231,0.651838
09-Aug-2007,1.3227,0.652154
10-Aug-2007,1.3179,0.653394
13-Aug-2007,1.31588,0.653823
14-Aug-2007,1.31199,0.65583
15-Aug-2007,1.30744,0.657071
16-Aug-2007,1.30249,0.657424
17-Aug-2007,1.29716,0.65606
20-Aug-2007,1.30333,0.656029
21-Aug-2007,1.30092,0.655443
22-Aug-2007,1.30466,0.655906
23-Aug-2007,1.31344,0.654688
24-Aug-2007,1.30966,0.653849
27-Aug-2007,1.31438,0.652851
28-Aug-2007,1.31164,0.652201
29-Aug-2007,1.31417,0.652483
30-Aug-2007,1.31091,0.653299
31-Aug-2007,1.31793,0.652474
03-Sep-2007,1.31702,0.652734
04-Sep-2007,1.31565,0.653578
05-Sep-2007,1.31432,0.653662
06-Sep-2007,1.31826,0.651669
07-Sep-2007,1.3169,0.65132
10-Sep-2007,1.31646,0.648277
11-Sep-2007,1.31508,0.647569
12-Sep-2007,1.31609,0.646759
13-Sep-2007,1.31186,0.647479
14-Sep-2007,1.30477,0.648139
17-Sep-2007,1.29596,0.648728
18-Sep-2007,1.2928,0.649321
19-Sep-2007,1.29416,0.647855
20-Sep-2007,1.29689,0.646053
21-Sep-2007,1.30018,0.64541
24-Sep-2007,1.30309,0.643534
25-Sep-2007,1.29524,0.644236
26-Sep-2007,1.29539,0.643993
27-Sep-2007,1.30225,0.64337
28-Sep-2007,1.30492,0.642405
01-Oct-2007,1.30876,0.641549
02-Oct-2007,1.31061,0.643025
03-Oct-2007,1.311,0.642648
04-Oct-2007,1.3089,0.644524
05-Oct-2007,1.31317,0.643774
08-Oct-2007,1.31441,0.645079
09-Oct-2007,1.31145,0.646227
10-Oct-2007,1.31632,0.643774
11-Oct-2007,1.3111,0.643041
12-Oct-2007,1.30471,0.643794
15-Oct-2007,1.31265,0.642446
16-Oct-2007,1.30733,0.643816
17-Oct-2007,1.30881,0.643468
18-Oct-2007,1.31082,0.641019
19-Oct-2007,1.31171,0.640234
22-Oct-2007,1.30474,0.640835
23-Oct-2007,1.3087,0.641204
24-Oct-2007,1.31267,0.640575
25-Oct-2007,1.31061,0.639072
26-Oct-2007,1.30869,0.638075
29-Oct-2007,1.31327,0.637201
30-Oct-2007,1.31625,0.63741
31-Oct-2007,1.31918,0.636179
01-Nov-2007,1.32608,0.636865
02-Nov-2007,1.32426,0.634984
05-Nov-2007,1.32218,0.635173
06-Nov-2007,1.32354,0.634031
07-Nov-2007,1.32446,0.630455
08-Nov-2007,1.32545,0.630568
09-Nov-2007,1.32115,0.629271
12-Nov-2007,1.3074,0.631288
13-Nov-2007,1.30583,0.631203
14-Nov-2007,1.3025,0.630325
15-Nov-2007,1.29228,0.631922
16-Nov-2007,1.28929,0.632469
19-Nov-2007,1.29557,0.631062
20-Nov-2007,1.29658,0.628616
21-Nov-2007,1.2921,0.627509
22-Nov-2007,1.29386,0.626751
23-Nov-2007,1.2904,0.626561
26-Nov-2007,1.29572,0.626192
27-Nov-2007,1.29495,0.62573
28-Nov-2007,1.29793,0.628904
29-Nov-2007,1.2975,0.629031
30-Nov-2007,1.29948,0.62886
03-Dec-2007,1.30159,0.630678
04-Dec-2007,1.29716,0.628835
05-Dec-2007,1.28494,0.630303
06-Dec-2007,1.28385,0.633999
07-Dec-2007,1.28612,0.632495
10-Dec-2007,1.28947,0.631692
11-Dec-2007,1.29439,0.631716
12-Dec-2007,1.29024,0.631233
13-Dec-2007,1.2907,0.631522
14-Dec-2007,1.2876,0.635976
17-Dec-2007,1.28862,0.638625
18-Dec-2007,1.28591,0.638422
19-Dec-2007,1.27966,0.638711
20-Dec-2007,1.27336,0.64062
21-Dec-2007,1.27104,0.639871
24-Dec-2007,1.26777,0.640061
26-Dec-2007,,0.63822
27-Dec-2007,1.26889,0.638051
28-Dec-2007,1.26692,0.633521
31-Dec-2007,1.26778,0.632812
02-Jan-2008,1.25717,0.633525
03-Jan-2008,1.24723,0.630649
04-Jan-2008,1.24976,0.632084
07-Jan-2008,1.24835,0.632554
08-Jan-2008,1.24869,0.632248
09-Jan-2008,1.24272,0.632718
10-Jan-2008,1.24222,0.633462
11-Jan-2008,1.2353,0.631477
14-Jan-2008,1.23364,0.628415
15-Jan-2008,1.23545,0.629113
16-Jan-2008,1.23229,0.629814
17-Jan-2008,1.24086,0.632251
18-Jan-2008,1.23888,0.632565
21-Jan-2008,1.23686,0.634644
22-Jan-2008,1.23973,0.634458
23-Jan-2008,1.23701,0.632966
24-Jan-2008,1.23946,0.631602
25-Jan-2008,1.24819,0.631101
28-Jan-2008,1.24867,0.62988
29-Jan-2008,1.25263,0.628735
30-Jan-2008,1.25273,0.628281
31-Jan-2008,1.25007,0.626855
01-Feb-2008,1.24816,0.626742
04-Feb-2008,1.24303,0.628907
05-Feb-2008,1.24445,0.631894
06-Feb-2008,1.23914,0.632376
07-Feb-2008,1.23458,0.63263
08-Feb-2008,1.23856,0.635812
11-Feb-2008,1.23627,0.634117
12-Feb-2008,1.23823,0.634695
13-Feb-2008,1.24429,0.633581
14-Feb-2008,1.24702,0.633423
15-Feb-2008,1.24008,0.632372
18-Feb-2008,1.23553,0.633832
19-Feb-2008,1.23147,0.63133
20-Feb-2008,1.22966,0.633223
21-Feb-2008,1.23645,0.632263
22-Feb-2008,1.23745,0.629008
25-Feb-2008,1.23762,0.630249
26-Feb-2008,1.23898,0.628826
27-Feb-2008,1.23989,0.624691
28-Feb-2008,1.23632,0.623996
29-Feb-2008,1.23156,0.620904
03-Mar-2008,1.22943,0.620015
04-Mar-2008,1.2313,0.619582
05-Mar-2008,1.22835,0.620847
06-Mar-2008,1.2328,0.617976
07-Mar-2008,1.23863,0.614828
10-Mar-2008,1.24336,0.615739
11-Mar-2008,1.23806,0.613903
12-Mar-2008,1.23905,0.614516
13-Mar-2008,1.24359,0.610352
14-Mar-2008,1.23826,0.611396
17-Mar-2008,1.21418,0.60591
18-Mar-2008,1.22022,0.60566
19-Mar-2008,1.21652,0.609111
20-Mar-2008,1.21686,0.613863
21-Mar-2008,,0.613698
24-Mar-2008,,0.61538
25-Mar-2008,1.22012,0.611956
26-Mar-2008,1.21643,0.608732
27-Mar-2008,1.22522,0.607297
28-Mar-2008,1.21453,0.607538
31-Mar-2008,1.20918,0.608088
01-Apr-2008,1.21201,0.611539
02-Apr-2008,1.21459,0.612533
03-Apr-2008,1.21757,0.614253
04-Apr-2008,1.22222,0.610561
07-Apr-2008,1.21552,0.611643
08-Apr-2008,1.20551,0.611656
09-Apr-2008,1.20509,0.612154
10-Apr-2008,1.20321,0.607987
11-Apr-2008,1.20347,0.609598
14-Apr-2008,1.20478,0.608935
15-Apr-2008,1.19945,0.609258
16-Apr-2008,1.20046,0.607489
17-Apr-2008,1.20549,0.608433
18-Apr-2008,1.21786,0.609754
21-Apr-2008,1.20841,0.609446
22-Apr-2008,1.2092,0.608708
23-Apr-2008,1.21039,0.608147
24-Apr-2008,1.2092,0.612069
25-Apr-2008,1.22018,0.61464
28-Apr-2008,1.21981,0.613588
29-Apr-2008,1.21455,0.615181
30-Apr-2008,1.21125,0.615847
01-May-2008,1.22226,0.615532
02-May-2008,1.22571,0.616897
05-May-2008,,0.617333
06-May-2008,1.21407,0.616716
07-May-2008,1.21109,0.61882
08-May-2008,1.21313,0.619321
09-May-2008,1.20361,0.617047
12-May-2008,1.20962,0.617563
13-May-2008,1.2027,0.617562
14-May-2008,1.20109,0.619312
15-May-2008,1.20158,0.617874
16-May-2008,1.20467,0.618222
19-May-2008,1.20464,0.615713
20-May-2008,1.20677,0.614259
21-May-2008,1.20313,0.611907
22-May-2008,1.2113,0.611798
23-May-2008,1.21256,0.612247
26-May-2008,1.21034,0.611685
27-May-2008,1.20987,0.612006
28-May-2008,1.2128,0.613891
29-May-2008,1.21708,0.615995
30-May-2008,1.21769,0.617022
02-Jun-2008,1.21018,0.61662
03-Jun-2008,1.21058,0.615163
04-Jun-2008,1.20915,0.61767
05-Jun-2008,1.2076,0.620235
06-Jun-2008,1.20734,0.616779
09-Jun-2008,1.21104,0.61281
10-Jun-2008,1.21059,0.618657
11-Jun-2008,1.21115,0.619136
12-Jun-2008,1.20863,0.620734
13-Jun-2008,1.21046,0.622731
16-Jun-2008,1.21692,0.619801
17-Jun-2008,1.2087,0.619656
18-Jun-2008,1.20894,0.619967
19-Jun-2008,1.21893,0.618999
20-Jun-2008,1.2188,0.616708
23-Jun-2008,1.21378,0.618614
24-Jun-2008,1.21396,0.618234
25-Jun-2008,1.21844,0.61743
26-Jun-2008,1.2197,0.614955
27-Jun-2008,1.21882,0.613522
30-Jun-2008,1.2192,0.612139
01-Jul-2008,1.22232,0.611465
02-Jul-2008,1.21754,0.613214
03-Jul-2008,1.21482,0.611108
04-Jul-2008,1.21853,0.614921
07-Jul-2008,1.21232,0.616048
08-Jul-2008,1.21349,0.615081
09-Jul-2008,1.21397,0.615102
10-Jul-2008,1.21452,0.614945
11-Jul-2008,1.21306,0.613306
14-Jul-2008,1.21537,0.612029
15-Jul-2008,1.2222,0.607544
16-Jul-2008,1.21945,0.608415
17-Jul-2008,1.22301,0.610896
18-Jul-2008,1.22085,0.611769
21-Jul-2008,1.22085,0.611189
22-Jul-2008,1.22338,0.610409
23-Jul-2008,1.22744,0.614149
24-Jul-2008,1.22212,0.615429
25-Jul-2008,1.22519,0.61364
28-Jul-2008,1.22073,0.613987
29-Jul-2008,1.22267,0.614438
30-Jul-2008,1.22176,0.617114
31-Jul-2008,1.22187,0.616948
01-Aug-2008,1.21958,0.617413
04-Aug-2008,1.21537,0.617533
05-Aug-2008,1.21092,0.619426
06-Aug-2008,1.21203,0.620313
07-Aug-2008,1.21145,0.62097
