Date,U.K. pound (GBP),U.S. dollar (USD)
12-Nov-2002,1.18675,0.746241
13-Nov-2002,1.18722,0.7479
14-Nov-2002,1.18705,0.747939
15-Nov-2002,1.18188,0.750381
18-Nov-2002,1.18352,0.748636
19-Nov-2002,1.18773,0.747143
20-Nov-2002,1.18268,0.752004
21-Nov-2002,1.1836,0.751728
22-Nov-2002,1.18845,0.751563
25-Nov-2002,1.18342,0.75526
26-Nov-2002,1.17892,0.754221
27-Nov-2002,1.17028,0.754827
28-Nov-2002,1.17242,0.754892
29-Nov-2002,1.17214,0.755243
02-Dec-2002,1.17324,0.758151
03-Dec-2002,1.18161,0.755023
04-Dec-2002,1.18552,0.753523
05-Dec-2002,1.18506,0.75491
06-Dec-2002,1.18316,0.754088
09-Dec-2002,1.18331,0.749784
10-Dec-2002,1.18322,0.74944
11-Dec-2002,1.18077,0.751123
12-Dec-2002,1.18246,0.749056
13-Dec-2002,1.18308,0.745436
16-Dec-2002,1.1837,0.744981
17-Dec-2002,1.18663,0.742062
18-Dec-2002,1.18895,0.743932
19-Dec-2002,1.19115,0.742242
20-Dec-2002,1.19119,0.743102
23-Dec-2002,1.18619,0.741833
24-Dec-2002,1.18102,0.742596
25-Dec-2002,,0.742596
26-Dec-2002,,0.740519
27-Dec-2002,1.18371,0.739957
30-Dec-2002,1.18258,0.738237
31-Dec-2002,1.18556,0.735552
02-Jan-2003,1.18402,0.736561
03-Jan-2003,1.1803,0.740139
06-Jan-2003,1.18681,0.735686
07-Jan-2003,1.18498,0.738998
08-Jan-2003,1.1841,0.739325
09-Jan-2003,1.18368,0.735526
10-Jan-2003,1.18373,0.735923
13-Jan-2003,1.17934,0.73516
14-Jan-2003,1.17786,0.733643
15-Jan-2003,1.17499,0.735106
16-Jan-2003,1.17701,0.733661
17-Jan-2003,1.18151,0.731042
20-Jan-2003,1.17568,0.731782
21-Jan-2003,1.17685,0.732467
22-Jan-2003,1.1761,0.730407
23-Jan-2003,1.18163,0.728682
24-Jan-2003,1.18632,0.727625
27-Jan-2003,1.18669,0.724477
28-Jan-2003,1.19118,0.72735
29-Jan-2003,1.19381,0.724881
30-Jan-2003,1.1973,0.728509
31-Jan-2003,1.19931,0.726458
03-Feb-2003,1.19599,0.730064
04-Feb-2003,1.19729,0.727746
05-Feb-2003,1.19587,0.724112
06-Feb-2003,1.1978,0.727485
07-Feb-2003,1.1862,0.729518
10-Feb-2003,1.19028,0.728491
11-Feb-2003,1.18662,0.7328
12-Feb-2003,1.18328,0.731233
13-Feb-2003,1.18411,0.730706
14-Feb-2003,1.17955,0.729696
17-Feb-2003,1.17112,0.732499
18-Feb-2003,1.1675,0.731652
19-Feb-2003,1.16577,0.731671
20-Feb-2003,1.16572,0.729945
21-Feb-2003,1.16263,0.728331
24-Feb-2003,1.15307,0.730717
25-Feb-2003,1.15005,0.729175
26-Feb-2003,1.15116,0.730429
27-Feb-2003,1.15299,0.728084
28-Feb-2003,1.15461,0.729476
03-Mar-2003,1.15001,0.730024
04-Mar-2003,1.14938,0.726811
05-Mar-2003,1.15482,0.724662
06-Mar-2003,1.16186,0.724803
07-Mar-2003,1.16065,0.722562
10-Mar-2003,1.15404,0.722265
11-Mar-2003,1.15605,0.721946
12-Mar-2003,1.16485,0.722075
13-Mar-2003,1.16703,0.726486
14-Mar-2003,1.16378,0.7301
17-Mar-2003,1.15287,0.72957
18-Mar-2003,1.15235,0.736752
19-Mar-2003,1.14486,0.736147
20-Mar-2003,1.1534,0.736199
21-Mar-2003,1.15517,0.737989
24-Mar-2003,1.15753,0.735871
25-Mar-2003,1.15671,0.733672
26-Mar-2003,1.15545,0.735673
27-Mar-2003,1.15344,0.73318
28-Mar-2003,1.14765,0.7337
31-Mar-2003,1.14989,0.727914
01-Apr-2003,1.14762,0.728093
02-Apr-2003,1.14838,0.729733
03-Apr-2003,1.147,0.73394
04-Apr-2003,1.14924,0.734106
07-Apr-2003,1.14484,0.738371
08-Apr-2003,1.14138,0.735569
09-Apr-2003,1.1412,0.733749
10-Apr-2003,1.14467,0.732261
11-Apr-2003,1.15118,0.733284
14-Apr-2003,1.15417,0.733457
15-Apr-2003,1.15194,0.732834
16-Apr-2003,1.15178,0.731197
17-Apr-2003,1.14837,0.728246
18-Apr-2003,,0.729435
21-Apr-2003,,0.731423
22-Apr-2003,1.14669,0.727321
23-Apr-2003,1.14973,0.728412
24-Apr-2003,1.1555,0.725907
25-Apr-2003,1.15538,0.727521
28-Apr-2003,1.15724,0.725085
29-Apr-2003,1.15674,0.726917
30-Apr-2003,1.15332,0.722589
01-May-2003,1.15558,0.720484
02-May-2003,1.15475,0.718485
05-May-2003,1.15365,0.71825
06-May-2003,1.15269,0.716402
07-May-2003,1.14828,0.714326
08-May-2003,1.14356,0.714903
09-May-2003,1.14239,0.71261
12-May-2003,1.145,0.709591
13-May-2003,1.14385,0.711617
14-May-2003,1.14863,0.711801
15-May-2003,1.15161,0.710956
16-May-2003,1.15463,0.712073
19-May-2003,1.15287,0.705162
20-May-2003,1.15497,0.707399
21-May-2003,1.15952,0.705476
22-May-2003,1.15417,0.706603
23-May-2003,1.15437,0.704057
26-May-2003,1.15337,0.703964
27-May-2003,1.15285,0.701163
28-May-2003,1.1548,0.70673
29-May-2003,1.1599,0.70635
30-May-2003,1.16032,0.704249
02-Jun-2003,1.15355,0.707701
03-Jun-2003,1.15647,0.707324
04-Jun-2003,1.15515,0.707512
05-Jun-2003,1.15983,0.707643
06-Jun-2003,1.17029,0.702874
09-Jun-2003,1.16674,0.706515
10-Jun-2003,1.16574,0.705866
11-Jun-2003,1.17215,0.704504
12-Jun-2003,1.17791,0.703859
13-Jun-2003,1.17476,0.703703
16-Jun-2003,1.17966,0.700758
17-Jun-2003,1.1805,0.702552
18-Jun-2003,1.1839,0.704704
19-Jun-2003,1.18371,0.70745
20-Jun-2003,1.18149,0.705702
23-Jun-2003,1.17622,0.709466
24-Jun-2003,1.18164,0.708202
25-Jun-2003,1.18425,0.708367
26-Jun-2003,1.18556,0.711196
27-Jun-2003,1.18069,0.713365
30-Jun-2003,1.17792,0.713848
01-Jul-2003,1.17783,0.710393
02-Jul-2003,1.18107,0.709904
03-Jul-2003,1.18238,0.711204
04-Jul-2003,1.18536,0.710436
07-Jul-2003,1.17901,0.713341
08-Jul-2003,1.17239,0.716535
09-Jul-2003,1.16732,0.714614
10-Jul-2003,1.17022,0.714636
11-Jul-2003,1.16989,0.715093
14-Jul-2003,1.16397,0.716379
15-Jul-2003,1.15362,0.715688
16-Jul-2003,1.14847,0.721762
17-Jul-2003,1.14813,0.719512
18-Jul-2003,1.1484,0.721086
21-Jul-2003,1.14291,0.718406
22-Jul-2003,1.14851,0.71679
23-Jul-2003,1.14789,0.715822
24-Jul-2003,1.151,0.713088
25-Jul-2003,1.15366,0.713326
28-Jul-2003,1.15832,0.714001
29-Jul-2003,1.15969,0.713435
30-Jul-2003,1.16039,0.714659
31-Jul-2003,1.15708,0.718418
01-Aug-2003,1.15766,0.722273
04-Aug-2003,1.15813,0.718529
05-Aug-2003,1.15686,0.718371
06-Aug-2003,1.1567,0.716444
07-Aug-2003,1.15293,0.7174
08-Aug-2003,1.15569,0.716575
11-Aug-2003,1.14935,0.718611
12-Aug-2003,1.15027,0.717351
13-Aug-2003,1.15328,0.718736
14-Aug-2003,1.15533,0.718576
15-Aug-2003,1.15128,0.719055
18-Aug-2003,1.14854,0.721578
19-Aug-2003,1.14849,0.723963
20-Aug-2003,1.14987,0.723146
21-Aug-2003,1.14811,0.725089
22-Aug-2003,1.14617,0.72722
25-Aug-2003,1.14422,0.727461
26-Aug-2003,1.14135,0.729811
27-Aug-2003,1.14285,0.727698
28-Aug-2003,1.14199,0.729377
29-Aug-2003,1.1472,0.726076
01-Sep-2003,1.13899,0.724777
02-Sep-2003,1.14153,0.728108
03-Sep-2003,1.14043,0.729222
04-Sep-2003,1.14574,0.728469
05-Sep-2003,1.14831,0.725629
08-Sep-2003,1.14654,0.721641
09-Sep-2003,1.14169,0.720855
10-Sep-2003,1.14375,0.719116
11-Sep-2003,1.14596,0.718924
12-Sep-2003,1.14665,0.720305
15-Sep-2003,1.15012,0.717571
16-Sep-2003,1.14423,0.71842
17-Sep-2003,1.14887,0.718539
18-Sep-2003,,0.715418
19-Sep-2003,,0.714539
22-Sep-2003,1.16322,0.706138
23-Sep-2003,1.16682,0.705323
24-Sep-2003,1.16808,0.705744
25-Sep-2003,1.16964,0.705579
26-Sep-2003,1.17228,0.705938
29-Sep-2003,1.16599,0.70756
30-Sep-2003,1.17052,0.699402
01-Oct-2003,1.16195,0.700771
02-Oct-2003,1.16589,0.700611
03-Oct-2003,1.16799,0.69944
06-Oct-2003,1.16994,0.702665
07-Oct-2003,1.16801,0.697733
08-Oct-2003,1.15795,0.697266
09-Oct-2003,1.15863,0.696211
10-Oct-2003,1.15829,0.695964
13-Oct-2003,1.15884,0.698643
14-Oct-2003,1.16321,0.700473
15-Oct-2003,1.16737,0.698605
16-Oct-2003,1.17129,0.700366
17-Oct-2003,1.17193,0.700622
20-Oct-2003,1.17262,0.699445
21-Oct-2003,1.17091,0.700513
22-Oct-2003,1.17429,0.698735
23-Oct-2003,1.17687,0.695959
24-Oct-2003,1.17932,0.696131
27-Oct-2003,1.17821,0.695235
28-Oct-2003,1.17839,0.697023
29-Oct-2003,1.18527,0.695418
30-Oct-2003,1.18509,0.695476
31-Oct-2003,1.18147,0.698432
03-Nov-2003,1.18704,0.699702
04-Nov-2003,1.1799,0.703872
05-Nov-2003,1.179,0.703588
06-Nov-2003,1.17765,0.703833
07-Nov-2003,1.17346,0.704995
10-Nov-2003,1.17383,0.702431
11-Nov-2003,1.17088,0.702174
12-Nov-2003,1.17067,0.699912
13-Nov-2003,1.1735,0.697226
14-Nov-2003,1.17384,0.694496
17-Nov-2003,1.17479,0.694896
18-Nov-2003,1.17568,0.696453
19-Nov-2003,1.17568,0.692392
20-Nov-2003,1.17888,0.691995
21-Nov-2003,1.17949,0.692842
24-Nov-2003,1.1785,0.69479
25-Nov-2003,1.18122,0.695901
26-Nov-2003,1.18006,0.694646
27-Nov-2003,1.18529,0.691777
28-Nov-2003,1.18741,0.690236
01-Dec-2003,1.18889,0.68925
02-Dec-2003,1.18785,0.691092
03-Dec-2003,1.18708,0.686174
04-Dec-2003,1.18532,0.687459
05-Dec-2003,1.1837,0.68752
08-Dec-2003,1.18582,0.683627
09-Dec-2003,1.18765,0.681579
10-Dec-2003,1.1915,0.683198
11-Dec-2003,1.19412,0.684818
12-Dec-2003,1.19253,0.682384
15-Dec-2003,1.19067,0.683703
16-Dec-2003,1.18815,0.680496
17-Dec-2003,1.19152,0.680635
18-Dec-2003,1.19857,0.67796
19-Dec-2003,1.19911,0.67827
22-Dec-2003,1.19534,0.67759
23-Dec-2003,1.19711,0.678172
24-Dec-2003,1.19874,0.677906
26-Dec-2003,1.19991,0.676843
29-Dec-2003,1.19983,0.675541
30-Dec-2003,1.19943,0.675392
31-Dec-2003,1.20103,0.672961
02-Jan-2004,1.20193,0.673049
05-Jan-2004,1.20611,0.670212
06-Jan-2004,1.21657,0.668116
07-Jan-2004,1.21523,0.669918
08-Jan-2004,1.21683,0.671465
09-Jan-2004,1.22619,0.667679
12-Jan-2004,1.23144,0.664816
13-Jan-2004,1.23158,0.667522
14-Jan-2004,1.22767,0.668663
15-Jan-2004,1.222,0.670105
16-Jan-2004,1.21933,0.673104
19-Jan-2004,1.21098,0.678081
20-Jan-2004,1.21889,0.67424
21-Jan-2004,1.22735,0.670538
22-Jan-2004,1.23165,0.667998
23-Jan-2004,1.2319,0.666758
26-Jan-2004,1.22665,0.671073
27-Jan-2004,1.21666,0.673455
28-Jan-2004,1.22829,0.669734
29-Jan-2004,1.22687,0.672333
30-Jan-2004,1.22243,0.675077
02-Feb-2004,1.22671,0.673204
03-Feb-2004,1.2317,0.670132
04-Feb-2004,1.23234,0.670552
05-Feb-2004,1.22809,0.670208
06-Feb-2004,1.23232,0.672188
09-Feb-2004,1.23949,0.666284
10-Feb-2004,1.24406,0.664738
11-Feb-2004,1.24717,0.666863
12-Feb-2004,1.25452,0.662925
13-Feb-2004,1.25421,0.662936
16-Feb-2004,1.25266,0.664719
17-Feb-2004,1.26151,0.661514
18-Feb-2004,1.26312,0.661594
19-Feb-2004,1.26027,0.66653
20-Feb-2004,1.25495,0.668949
23-Feb-2004,1.24853,0.671759
24-Feb-2004,1.2565,0.67017
25-Feb-2004,1.2657,0.6688
26-Feb-2004,1.25414,0.675505
27-Feb-2004,1.24926,0.675642
01-Mar-2004,1.25794,0.673521
02-Mar-2004,1.25594,0.67607
03-Mar-2004,1.25097,0.682805
04-Mar-2004,1.24868,0.681371
05-Mar-2004,1.24208,0.682726
08-Mar-2004,1.25715,0.678479
09-Mar-2004,1.24858,0.678429
10-Mar-2004,1.23873,0.680808
11-Mar-2004,1.22996,0.682401
12-Mar-2004,1.22712,0.683287
15-Mar-2004,1.23008,0.681373
16-Mar-2004,1.23233,0.678411
17-Mar-2004,1.23286,0.679601
18-Mar-2004,1.23566,0.677558
19-Mar-2004,1.23906,0.675824
22-Mar-2004,1.24631,0.675652
23-Mar-2004,1.24666,0.676283
24-Mar-2004,1.24461,0.676861
25-Mar-2004,1.22672,0.680908
26-Mar-2004,1.23476,0.6787
29-Mar-2004,1.23527,0.680029
30-Mar-2004,1.2377,0.677897
31-Mar-2004,1.23903,0.675442
01-Apr-2004,1.24492,0.672495
02-Apr-2004,1.24393,0.673523
05-Apr-2004,1.23602,0.679656
06-Apr-2004,1.24773,0.680036
07-Apr-2004,1.24792,0.679953
08-Apr-2004,1.24695,0.678429
09-Apr-2004,1.24812,0.681063
12-Apr-2004,1.2483,0.679864
13-Apr-2004,1.24601,0.682634
14-Apr-2004,1.23673,0.686349
15-Apr-2004,1.22514,0.68836
16-Apr-2004,1.22828,0.687112
19-Apr-2004,1.23649,0.683407
20-Apr-2004,1.23284,0.686741
21-Apr-2004,1.22213,0.691289
22-Apr-2004,1.21904,0.690556
23-Apr-2004,1.22437,0.688894
26-Apr-2004,1.23002,0.689703
27-Apr-2004,1.23259,0.688946
28-Apr-2004,1.23005,0.689025
29-Apr-2004,1.21865,0.693047
30-Apr-2004,1.22135,0.688785
03-May-2004,1.22202,0.689509
04-May-2004,1.2265,0.686228
05-May-2004,1.22528,0.683178
06-May-2004,1.22629,0.683744
07-May-2004,1.23199,0.686153
10-May-2004,1.23012,0.694513
11-May-2004,1.22035,0.695397
12-May-2004,1.22767,0.693366
13-May-2004,1.22641,0.695204
14-May-2004,1.21962,0.697045
17-May-2004,1.22075,0.690546
18-May-2004,1.22023,0.691584
19-May-2004,1.22932,0.689776
20-May-2004,1.2256,0.691689
21-May-2004,1.23291,0.687701
24-May-2004,1.23506,0.690091
25-May-2004,1.24066,0.687192
26-May-2004,1.24468,0.684791
27-May-2004,1.24861,0.683643
28-May-2004,1.2491,0.680819
01-Jun-2004,1.24932,0.679867
02-Jun-2004,1.25413,0.679561
03-Jun-2004,1.25246,0.681833
04-Jun-2004,1.25283,0.681813
07-Jun-2004,1.2482,0.678478
08-Jun-2004,1.24939,0.678205
09-Jun-2004,1.24853,0.680434
10-Jun-2004,1.25088,0.683915
11-Jun-2004,1.24761,0.686063
14-Jun-2004,1.24256,0.686914
15-Jun-2004,1.24511,0.686087
16-Jun-2004,1.24943,0.684358
17-Jun-2004,1.25477,0.683091
18-Jun-2004,1.25379,0.683896
21-Jun-2004,1.25156,0.682014
22-Jun-2004,1.24242,0.683062
23-Jun-2004,1.24066,0.683444
24-Jun-2004,1.23633,0.682187
25-Jun-2004,1.24182,0.681382
28-Jun-2004,1.24377,0.68051
29-Jun-2004,1.24056,0.681399
30-Jun-2004,1.23562,0.682025
01-Jul-2004,1.23737,0.680809
02-Jul-2004,1.23959,0.682067
05-Jul-2004,1.24362,0.678645
06-Jul-2004,1.2461,0.678926
07-Jul-2004,1.25194,0.675848
08-Jul-2004,1.25106,0.676578
09-Jul-2004,1.25042,0.675244
12-Jul-2004,1.25582,0.674014
13-Jul-2004,1.2554,0.675453
14-Jul-2004,1.25545,0.676064
15-Jul-2004,1.25209,0.676693
16-Jul-2004,1.25642,0.67706
19-Jul-2004,1.26046,0.674294
20-Jul-2004,1.25388,0.674784
21-Jul-2004,1.24899,0.678432
22-Jul-2004,1.2506,0.679304
23-Jul-2004,1.25023,0.681809
26-Jul-2004,1.25395,0.681606
27-Jul-2004,1.25437,0.681092
28-Jul-2004,1.24801,0.686585
29-Jul-2004,1.24591,0.687209
30-Jul-2004,1.24575,0.685986
02-Aug-2004,1.25246,0.684518
03-Aug-2004,1.24801,0.686362
04-Aug-2004,1.24917,0.686811
05-Aug-2004,1.25035,0.685423
06-Aug-2004,1.24958,0.685978
09-Aug-2004,1.25232,0.680239
10-Aug-2004,1.24874,0.680031
11-Aug-2004,1.24582,0.681745
12-Aug-2004,1.24659,0.680639
13-Aug-2004,1.243,0.683191
16-Aug-2004,1.25071,0.678738
17-Aug-2004,1.24683,0.678807
18-Aug-2004,1.24043,0.67902
19-Aug-2004,1.23912,0.677894
20-Aug-2004,1.23889,0.67866
23-Aug-2004,1.23656,0.680474
24-Aug-2004,1.23424,0.683677
25-Aug-2004,1.23141,0.685297
26-Aug-2004,1.23087,0.685531
27-Aug-2004,1.23238,0.684164
30-Aug-2004,1.22961,0.685901
31-Aug-2004,1.2274,0.684588
01-Sep-2004,1.22746,0.682454
02-Sep-2004,1.22456,0.683117
03-Sep-2004,1.22234,0.683064
06-Sep-2004,1.22191,0.686274
07-Sep-2004,1.21762,0.685637
08-Sep-2004,1.21837,0.686485
09-Sep-2004,1.21929,0.683613
10-Sep-2004,1.2212,0.683225
13-Sep-2004,1.22703,0.681681
14-Sep-2004,1.22464,0.682138
15-Sep-2004,1.21936,0.682275
16-Sep-2004,1.22212,0.683935
17-Sep-2004,1.22605,0.682654
20-Sep-2004,1.22079,0.684684
21-Sep-2004,1.22299,0.681559
22-Sep-2004,1.22085,0.682382
23-Sep-2004,1.22649,0.680815
24-Sep-2004,1.22718,0.681125
27-Sep-2004,1.23045,0.682143
28-Sep-2004,1.23526,0.681295
29-Sep-2004,1.23031,0.68097
30-Sep-2004,1.22451,0.680738
01-Oct-2004,1.21903,0.679616
04-Oct-2004,1.2192,0.681691
05-Oct-2004,1.21707,0.682709
06-Oct-2004,1.21596,0.682853
07-Oct-2004,1.2156,0.682807
08-Oct-2004,1.21765,0.681429
11-Oct-2004,1.21796,0.678491
12-Oct-2004,1.21803,0.681417
13-Oct-2004,1.21956,0.681244
14-Oct-2004,1.22243,0.679014
15-Oct-2004,1.22006,0.678338
18-Oct-2004,1.21933,0.676691
19-Oct-2004,1.21701,0.675444
20-Oct-2004,1.2181,0.673578
21-Oct-2004,1.22796,0.671163
22-Oct-2004,1.22544,0.671072
25-Oct-2004,1.22754,0.666308
26-Oct-2004,1.22508,0.666929
27-Oct-2004,1.22609,0.666826
28-Oct-2004,1.22063,0.669462
29-Oct-2004,1.22226,0.66721
01-Nov-2004,1.2241,0.667556
02-Nov-2004,1.22695,0.66838
03-Nov-2004,1.22948,0.668306
04-Nov-2004,1.22794,0.664903
05-Nov-2004,1.22512,0.664491
08-Nov-2004,1.23043,0.662089
09-Nov-2004,1.22982,0.663474
10-Nov-2004,1.23055,0.662047
11-Nov-2004,1.22421,0.665441
12-Nov-2004,1.224,0.663594
15-Nov-2004,1.22731,0.662339
16-Nov-2004,1.22617,0.661829
17-Nov-2004,1.22589,0.659541
18-Nov-2004,1.22433,0.659377
19-Nov-2004,1.22396,0.659179
22-Nov-2004,1.22213,0.658512
23-Nov-2004,1.22897,0.657449
24-Nov-2004,1.23116,0.655293
25-Nov-2004,1.23368,0.653192
26-Nov-2004,1.23596,0.652706
29-Nov-2004,1.23344,0.652888
30-Nov-2004,1.24181,0.651082
01-Dec-2004,1.25224,0.650381
02-Dec-2004,1.25635,0.649308
03-Dec-2004,1.25269,0.65122
06-Dec-2004,1.25599,0.64715
07-Dec-2004,1.25977,0.646634
08-Dec-2004,1.25642,0.651094
09-Dec-2004,1.25189,0.652535
10-Dec-2004,1.25043,0.656086
13-Dec-2004,1.25156,0.653556
14-Dec-2004,1.256,0.651758
15-Dec-2004,1.25849,0.650182
16-Dec-2004,1.26582,0.648741
17-Dec-2004,1.26077,0.652098
20-Dec-2004,1.264,0.64974
21-Dec-2004,1.25732,0.649511
22-Dec-2004,1.24576,0.651342
23-Dec-2004,1.24606,0.648856
24-Dec-2004,1.24609,0.64685
27-Dec-2004,,0.644377
28-Dec-2004,,0.64479
29-Dec-2004,1.24087,0.645582
30-Dec-2004,1.24031,0.646063
31-Dec-2004,1.24365,0.643912
03-Jan-2005,1.23516,0.648207
04-Jan-2005,1.23353,0.650869
05-Jan-2005,1.23007,0.655061
06-Jan-2005,1.22902,0.656455
07-Jan-2005,1.23237,0.655343
10-Jan-2005,1.23379,0.657424
11-Jan-2005,1.23213,0.655807
12-Jan-2005,1.23025,0.6561
13-Jan-2005,1.23087,0.653296
14-Jan-2005,1.22688,0.656226
17-Jan-2005,1.22402,0.655819
18-Jan-2005,1.22947,0.657083
19-Jan-2005,1.23296,0.65576
20-Jan-2005,1.23097,0.65986
21-Jan-2005,1.23039,0.65983
24-Jan-2005,1.23445,0.656515
25-Jan-2005,1.23419,0.65771
26-Jan-2005,1.23665,0.658142
27-Jan-2005,1.23757,0.657164
28-Jan-2005,1.23799,0.657528
31-Jan-2005,1.23901,0.657681
01-Feb-2005,1.23878,0.657983
02-Feb-2005,1.23917,0.65676
03-Feb-2005,1.24287,0.658123
04-Feb-2005,1.24179,0.659441
07-Feb-2005,1.23972,0.662068
08-Feb-2005,1.23599,0.666085
09-Feb-2005,1.23814,0.664917
10-Feb-2005,1.23757,0.665468
11-Feb-2005,1.23774,0.66349
14-Feb-2005,1.24512,0.659945
15-Feb-2005,1.24475,0.659892
16-Feb-2005,1.24216,0.659218
17-Feb-2005,1.24435,0.658423
18-Feb-2005,1.24719,0.659156
21-Feb-2005,1.24783,0.658418
22-Feb-2005,1.24925,0.653819
23-Feb-2005,1.24915,0.654415
24-Feb-2005,1.24868,0.653351
25-Feb-2005,1.2519,0.655926
28-Feb-2005,1.25464,0.652746
01-Mar-2005,1.25598,0.653576
02-Mar-2005,1.25335,0.656275
03-Mar-2005,1.25243,0.655826
04-Mar-2005,1.25244,0.65683
07-Mar-2005,1.25309,0.654422
08-Mar-2005,1.25609,0.65316
09-Mar-2005,1.25223,0.649767
10-Mar-2005,1.25254,0.64932
11-Mar-2005,1.24746,0.649786
14-Mar-2005,1.24902,0.650499
15-Mar-2005,1.24995,0.650574
16-Mar-2005,1.25078,0.650265
17-Mar-2005,1.25232,0.650218
18-Mar-2005,1.25006,0.652398
21-Mar-2005,1.24621,0.655626
22-Mar-2005,1.24495,0.655408
23-Mar-2005,1.23968,0.659437
24-Mar-2005,1.23694,0.661783
25-Mar-2005,,0.662208
28-Mar-2005,,0.664488
29-Mar-2005,1.24288,0.663115
30-Mar-2005,1.24636,0.662818
31-Mar-2005,1.24607,0.66189
01-Apr-2005,1.24958,0.661992
04-Apr-2005,1.24583,0.664727
05-Apr-2005,1.2491,0.66658
06-Apr-2005,1.24971,0.664562
07-Apr-2005,1.24802,0.664262
08-Apr-2005,1.24521,0.666207
11-Apr-2005,1.25091,0.662525
12-Apr-2005,1.2534,0.661773
13-Apr-2005,1.25275,0.662268
14-Apr-2005,1.25302,0.66512
15-Apr-2005,1.2539,0.665376
18-Apr-2005,1.25572,0.661114
19-Apr-2005,1.26088,0.660633
20-Apr-2005,1.26079,0.658994
21-Apr-2005,1.25864,0.658558
22-Apr-2005,1.2599,0.658083
25-Apr-2005,1.26051,0.659571
26-Apr-2005,1.2572,0.659741
27-Apr-2005,1.25687,0.661338
28-Apr-2005,1.2593,0.660701
29-Apr-2005,1.26056,0.659291
02-May-2005,1.25458,0.661768
03-May-2005,1.25147,0.662085
04-May-2005,1.25365,0.659089
05-May-2005,1.25488,0.658937
06-May-2005,1.25199,0.659462
09-May-2005,1.24897,0.663149
10-May-2005,1.24857,0.662863
11-May-2005,1.24687,0.661997
12-May-2005,1.24353,0.66545
13-May-2005,1.24225,0.669604
16-May-2005,1.23328,0.671357
17-May-2005,1.2329,0.670272
18-May-2005,1.229,0.671072
19-May-2005,1.23313,0.66996
20-May-2005,1.23242,0.67074
23-May-2005,1.23057,0.672886
24-May-2005,1.23068,0.671144
25-May-2005,1.22886,0.672682
26-May-2005,1.22931,0.673188
27-May-2005,1.22754,0.673328
30-May-2005,,0.674788
31-May-2005,1.23266,0.677991
01-Jun-2005,1.23323,0.680401
02-Jun-2005,1.23341,0.679341
03-Jun-2005,1.23351,0.678571
06-Jun-2005,1.23414,0.678249
07-Jun-2005,1.23894,0.676612
08-Jun-2005,1.2405,0.676021
09-Jun-2005,1.23752,0.678579
10-Jun-2005,1.23858,0.678823
13-Jun-2005,1.23482,0.685172
14-Jun-2005,1.23698,0.683264
15-Jun-2005,1.23876,0.685006
16-Jun-2005,1.24405,0.68257
17-Jun-2005,1.24364,0.681259
20-Jun-2005,1.24261,0.680135
21-Jun-2005,1.2434,0.683636
22-Jun-2005,1.24302,0.682338
23-Jun-2005,1.24307,0.683082
24-Jun-2005,1.24545,0.683485
27-Jun-2005,1.2471,0.68114
28-Jun-2005,1.24512,0.68342
29-Jun-2005,1.24011,0.685335
30-Jun-2005,1.23128,0.686524
01-Jul-2005,1.2222,0.686706
04-Jul-2005,1.21638,0.691715
05-Jul-2005,1.215,0.692504
06-Jul-2005,1.21501,0.692275
07-Jul-2005,1.20566,0.690683
08-Jul-2005,1.2028,0.693494
11-Jul-2005,1.20482,0.690958
12-Jul-2005,1.21247,0.685711
13-Jul-2005,1.21118,0.685795
14-Jul-2005,1.21138,0.688948
15-Jul-2005,1.2111,0.68832
18-Jul-2005,1.20454,0.690004
19-Jul-2005,1.20358,0.69231
20-Jul-2005,1.20083,0.690292
21-Jul-2005,1.20235,0.688158
22-Jul-2005,1.20114,0.687034
25-Jul-2005,1.19925,0.68966
26-Jul-2005,1.2022,0.691041
27-Jul-2005,1.20234,0.691877
28-Jul-2005,1.20446,0.689605
29-Jul-2005,1.20935,0.688774
01-Aug-2005,1.21198,0.685043
02-Aug-2005,1.21342,0.684737
03-Aug-2005,1.21465,0.682618
04-Aug-2005,1.21337,0.682246
05-Aug-2005,1.2125,0.681833
08-Aug-2005,1.21776,0.68119
09-Aug-2005,1.21572,0.681991
10-Aug-2005,1.22015,0.680128
11-Aug-2005,1.22328,0.67862
12-Aug-2005,1.22794,0.676327
15-Aug-2005,1.22783,0.678621
16-Aug-2005,1.22845,0.67949
17-Aug-2005,1.23092,0.680026
18-Aug-2005,1.23087,0.682451
19-Aug-2005,1.2279,0.683688
22-Aug-2005,1.22809,0.681856
23-Aug-2005,1.2265,0.682299
24-Aug-2005,1.22563,0.683182
25-Aug-2005,1.22684,0.680631
26-Aug-2005,1.22719,0.680262
29-Aug-2005,,0.682175
30-Aug-2005,1.22214,0.6849
31-Aug-2005,1.2213,0.685008
01-Sep-2005,1.22899,0.678811
02-Sep-2005,1.2382,0.673778
05-Sep-2005,1.24398,0.672893
06-Sep-2005,1.24491,0.675039
07-Sep-2005,1.24277,0.67575
08-Sep-2005,1.24399,0.677555
09-Sep-2005,1.24237,0.677888
12-Sep-2005,1.24111,0.679464
13-Sep-2005,1.24165,0.680918
14-Sep-2005,1.24022,0.680241
15-Sep-2005,1.2339,0.682088
16-Sep-2005,1.23498,0.681856
19-Sep-2005,1.23458,0.684929
20-Sep-2005,1.2352,0.684281
21-Sep-2005,1.23608,0.682995
22-Sep-2005,1.23092,0.6832
23-Sep-2005,1.22568,0.686349
